,Species,Carbon source,model,RSS,RMSD,bic,aic,weighted_bic,weighted_aic,y0,K,r,nu,q0,v,has_lag,has_nu,max_growth_rate,min_doubling_time,lag,Binary growth evaluation,Yield
100,Ml,D-Glucose,Model(BaranyiRoberts),0.23657916595014186,0.031933333434952464,-1565.384239853921,-1586.0646640839188,0.004028496939095556,0.09003058268956093,0.07647485461695358,1.0930936078207358,0.6211393632830587,0.10000000013485938,228838062116.01758,165488070030.9585,False,True,0.1226817331908674,5.456150595039484,3.432962349756777,1,0.94985
101,Ml,D-xylose,Model(BaranyiRoberts),0.11077301010938752,0.015903031653582828,-3591.2377602133374,-3615.7310736755962,0.9995541868351193,0.9999420732963943,0.03895545427589542,1.4768411097968792,0.5968712915320024,0.1000000000212471,0.00010000000605003834,0.33754491297910816,True,True,0.11953361476930467,5.844733622511399,34.86423411537385,1,1.0657666666666668
102,Ml,Formate,Model(BaranyiRoberts),0.00885831368241261,0.0044971613782617634,-4697.681270741769,-4722.174584204028,1.0,1.0,0.04589723376991284,0.25429649452303305,0.1327696128625026,0.3148558610498619,0.0001000000002011614,0.619076609036115,True,True,0.04641785739833104,16.803609164720278,16.561661127291718,1,0.15823333333333334
103,Ml,Fumarate,Model(BaranyiRoberts),0.8747164736795177,0.05756144522211702,-1473.9327140682888,-1495.3884086871667,0.27453356710838983,0.771422750941353,0.10994602803905407,0.9013169103863192,7.998489974264328,6.669904937677383,0.004732424792001533,0.020261647320528375,True,True,0.06755739678110673,10.655294183071959,20.80140221178245,1,0.8565
104,Ml,Glutarate,Model(BaranyiRoberts),0.5122658525327959,0.04188478376945122,-1818.8737587273208,-1840.9342815409304,0.003172305471312159,0.08466535660233179,0.04952358806082846,1.8853776245922977,0.22995308793903954,0.10000728249044438,14.096183334779063,0.0001000086667244382,False,True,0.046810306740368804,11.543348904460016,21.155999387506434,1,0.7873
105,Ml,Glycerol,Model(BaranyiRoberts),0.5867234149828444,0.04106076989857041,-2187.0074585485445,-2210.1206734271914,0.002719677492358102,0.09002928900877655,0.1038364707477677,1.1821096499485784,0.06747068247872529,2.3238173238205304,180804295946.6458,130516480759.13484,False,True,0.0658474778083137,10.38990379268157,12.540135817999959,1,1.1230000000000002
106,Ml,Glycine,,,,,,,,,,,,,,,,,,,0,0.10070000000000001
107,Ml,Inosine,Model(BaranyiRoberts),1.4030906789330082,0.06191591951978826,-2000.9920602050413,-2024.4078602054494,0.005542546330145708,0.1125947616556993,0.04537434191288092,0.9277477233585463,7.290441551669833,1.3189046175310455,0.005199892093344705,0.023599759840382317,False,True,0.06676240635172274,10.500111222333445,27.917805537641723,1,0.8414
108,Ml,L-alanine,Model(BaranyiRoberts),0.2034091232983395,0.026393305716377193,-2088.572082629368,-2110.632605442978,0.9718348820478176,0.9992671639583481,0.05292276412868113,1.430401846274118,0.3006147056691675,0.10000001041904083,0.00010000007626165264,0.9018018776066832,True,True,0.0639770638405935,9.716869647425202,22.446064291391018,1,0.7731
109,Ml,L-arginine,Model(BaranyiRoberts),0.5300979691471863,0.03478892547855539,-2905.5142969095614,-2930.00761037182,0.8336007351265354,0.9747283079957533,0.07069975992303723,0.5920525975348594,2.0351464668103456,0.10000000007892457,0.00010000000701548828,0.312214256812968,True,True,0.14060514823014597,5.114141919697474,28.09828781402136,1,0.5899000000000001
110,Ml,L-aspartate,Model(BaranyiRoberts),0.030699771646783093,0.009919511278087226,-2844.210995010943,-2866.6690141378,0.002956918266313014,0.08819833714183622,0.06209729081531501,0.5397052876855728,0.05493048784486625,3.785688955149191,9.354677418314958,0.00010000031589774139,False,True,0.04940134921765852,13.998262151039931,15.414612199214945,1,0.45546666666666663
111,Ml,L-glutamate,Model(BaranyiRoberts),0.19604347091824498,0.02373485427038338,-2568.4910092554746,-2591.6042241341215,0.00013896018177838687,0.02428309022305277,0.048418069775357786,0.7376917594358272,0.1037033136273195,1.0123387901080505,4426049472.670085,3198928045.946692,False,False,0.08856271833279095,7.371607718829941,8.842714999436463,1,0.6588333333333335
112,Ml,L-glutamine,Model(Logistic),0.4143512179288432,0.03766976267916029,-1897.845912052761,-1908.8761734595657,1.202360588447499e-05,1.3826183083589584e-06,0.10217731501384075,2.4208840081862046,0.03763618874995348,1.0,0.0,0.0,False,True,0.03268900729365494,19.579857635413195,32.7982002829557,1,0.9343999999999999
113,Ml,L-histidine,Model(BaranyiRoberts),0.08221275146328912,0.016391129382353414,-2481.599658253789,-2503.941168865503,0.9466864659552968,0.9913247693592775,0.06228930410838629,0.576961774666318,0.41547900180660113,1.4513210646841153,0.013183249966067345,0.12345853044450283,True,True,0.11303953216171564,6.328606384161937,26.37055293850068,1,0.5314000000000001
114,Ml,L-isoleucine,Model(BaranyiRoberts),0.02833401300731966,0.008042980008303629,-4188.415806736483,-4212.909120198742,0.16776818963761037,0.6538951944817091,0.05073064139062233,0.24659808315795795,7.44143947108791,5.720396816294396,0.0005659711438013026,0.03645643599160353,True,False,0.04306598747441429,17.972555889222555,52.41205734588062,1,0.1651333333333333
115,Ml,L-Lactate,Model(BaranyiRoberts),1.6202529595347164,0.06082111204319258,-2416.1475284896705,-2440.6408419519294,0.0021740614087242464,0.09002944697710948,0.05274350781816972,2.001862957472704,0.2560418589464125,0.10000001718218113,43402304.108904056,26960425.779369254,False,True,0.05580747584377769,9.716869647425204,17.7050045986104,1,0.9943333333333335
116,Ml,L-leucine,Model(BaranyiRoberts),0.0015056997511061047,0.0022707941335441914,-3521.11286852616,-3543.1733913397698,0.9980671569228092,0.9996920316273696,0.050122627621767446,0.2406421034345314,7.916657417206456,5.0285267883921625,0.0008278574346536338,0.028164481960187393,True,True,0.034770771966074546,21.917751084417745,46.39072188467688,1,0.15925
117,Ml,Malate,Model(BaranyiRoberts),0.30965173773836996,0.02658885927900698,-3140.9890526581303,-3165.482366120389,0.002174250996182565,0.09003056771681635,0.08279615827476317,0.6540678922770733,0.05594851210258733,7.393583809258903,5831139607.384237,4215441009.432026,False,True,0.05597062789700579,12.420058947836726,15.14500368027335,1,0.6261333333333334
118,Ml,Mannitol,Model(BaranyiRoberts),0.30253387492888917,0.03055726636265587,-2225.6385339745075,-2248.3229950692617,0.0027745594619565756,0.08934542695241257,0.08312724457181431,1.2373174475476765,0.0814782233165887,1.5904880560338444,169192308324.89334,121731985759.42523,False,True,0.0765878542252995,8.700464353242133,11.873410699173798,1,1.1393333333333333
119,Ml,Mannose,Model(BaranyiRoberts),0.7005633766606905,0.04693644092125406,-1910.9268325668668,-1933.4991408635478,0.002968834184199138,0.09003058196589799,0.06605680386075874,1.2409022046552358,0.6158832095542579,0.10000000094289233,118004831438.86267,85188536627.32614,False,True,0.12638394880672163,4.985680124569014,4.507232379029979,1,1.0354333333333332
120,Ml,myo-inositol,Model(BaranyiRoberts),1.797816220652219,0.06406717758336336,-2370.5997189661966,-2395.0930324284554,0.053845997783957565,0.304667835908341,0.04472952460122803,1.5877253730882355,0.6590665974911581,0.10000282910443913,0.00010000000000420783,0.3186022033769045,True,True,0.12527287220730587,5.625556111667219,35.50366390201714,1,1.1744999999999999
121,Ml,Orotate,,,,,,,,,,,,,,,,,,,0,0.0
122,Ml,Phenylalanine,Model(BaranyiRoberts),0.018152932558079767,0.006437783120179277,-4383.426912431848,-4407.920225894107,0.9999999999999118,0.9999999999999885,0.059621848945090816,0.30851378386728023,5.37699182639022,9.999991217408528,0.002348684728520345,0.016941176010998982,True,True,0.033563311125038756,22.50222444666889,40.33608020420921,1,0.25443333333333334
123,Ml,Proline,Model(BaranyiRoberts),1.7817240589687762,0.06377980204054054,-2374.5378863009346,-2399.0311997631934,0.04490808573304078,0.26579163036660225,0.07054533372768446,0.9563379410796407,0.5082821684006018,0.8677927949261023,0.00010000000255616648,0.22309522881661925,True,False,0.17912494826243883,3.94519519519519,39.66444894618565,1,1.0036333333333334
124,Ml,Ribose,Model(BaranyiRoberts),2.263195866156841,0.07188263941782573,-2269.7698427510395,-2294.2631562132983,0.15595552588773842,0.5899679978304802,0.0480412916698536,1.2165695293475045,0.10137900546375546,3.2774575001738864,0.00010000045238700572,0.36618068087129463,True,True,0.10071311585083255,6.867562006450896,41.30589013482707,1,1.2107
125,Ml,Sucrose,Model(BaranyiRoberts),0.177420272483498,0.02362044422038317,-2347.6564243729763,-2370.2287326696573,0.0029688342461575354,0.09003058147291663,0.05914746047220576,1.0621522018030956,0.8428900858317007,0.10000000003907594,272795374136.79706,197017296887.77643,False,True,0.17204513651909545,3.659701368034702,3.1592617451577496,1,0.9983666666666665
126,Ml,Uridine,Model(BaranyiRoberts),0.008292932021890798,0.0043512796684625245,-4726.568609762568,-4751.061923224826,0.9999949673410125,0.9999993463325912,0.04680535331084967,0.31031855737053804,7.963277125235171,4.495304182794167,0.001892491977425692,0.01849907305438836,True,True,0.03679636080649618,19.799035146257367,36.52656753060537,1,0.26013333333333327
127,Ml,No CS,,,,,,,,,,,,,,,,,,,0,0.04919999999999999
